,ID,Job,Jobs_Group,Profile,Remote,Company,State,ExpenditurePerCapita,Low_Salary,High_Salary,Mean_Salary,Education_level,Skills1,Skills2,Skills3,Skills4,Skills5,Skills6,Skills7,Skills8,Skills9,Skills10,Skills11,Skills12,Skills13,Skills14,Skills15,Skills16,Skills17,Skills18,Skills19,Skills20,Skills21,Skills22
2176,job_8029b6b6e1a29744,Data Analyst,Data Analyst,Junior,On_Site,Allergy & Ent Associates,Texas,43376,65000,75000,70000,Bachelor,Tableau,Word,SQL,Power BI,Bachelor,PowerPoint,,,,,,,,,,,,,,,,
2229,job_796187113c598a45,Data Analyst,Data Analyst,Junior,On_Site,The Trade Desk,New York,46909,75400,138300,106850,Not specified,Excel,Tableau,SQL,Python,R,Hadoop,Spark,,,,,,,,,,,,,,,
2268,job_b3972e5d231921c8,Data Analyst,Data Analyst,Junior,Remote,Chanel,New York,46909,55700,55700,55700,Bachelor,Excel,PowerPoint,Office,Bachelor,,,,,,,,,,,,,,,,,,
2291,job_3fa94b60dea2dc7a,Data Analyst,Data Analyst,Junior,On_Site,Agama Solutions,California,46181,82800,82800,82800,Not specified,Excel,SQL,,,,,,,,,,,,,,,,,,,,
2312,job_d3017d8277d09c95,Power BI Analyst,Data Analyst,Junior,On_Site,Forward Thinking Technology Solutions,Pennsylvania,48097,70000,90000,80000,Bachelor,Tableau,Jira,SQL,Power BI,Bachelor,DAX,Qlik,,,,,,,,,,,,,,,
2317,job_3772a9fa7dda3e14,Data Analyst(Information Technology Analyst 2),Data Analyst,Junior,Remote,New Jersey Courts,New Jersey,47607,63691,107968,85829.5,Master,Tableau,Office,Bachelor,HTML,Master,,,,,,,,,,,,,,,,,
2384,job_1973df2ff1400b08,Data Analyst,Data Analyst,Junior,On_Site,Center,Washington,44377,80000,105000,92500,Not specified,Python,Tableau,R,SQL,,,,,,,,,,,,,,,,,,
2396,job_7716c3c2d501df2c,Data Analyst,Data Analyst,Junior,On_Site,Milo's Tea Company,Alabama,41618,65000,75000,70000,Not specified,Excel,Power BI,Office,SQL,,,,,,,,,,,,,,,,,,
2448,job_2ab5e807a497f865,Data Analyst,Data Analyst,Junior,On_Site,Clear Street,New York,46909,70000,110000,90000,Not specified,Excel,SQL,Python,Google Sheets,GitHub,,,,,,,,,,,,,,,,,
2466,job_c02a6cda6bd0686a,Data Analyst,Data Analyst,Junior,On_Site,Abound Health,North Carolina,43757,80000,115000,97500,Bachelor,Office,SQL,Power BI,Bachelor,DAX,,,,,,,,,,,,,,,,,
2502,job_d2bf995f00729f97,Data Analyst,Data Analyst,Junior,Hybrid,Taco Bell,California,46181,66600,95040,80820,Not specified,Power BI,SQL,,,,,,,,,,,,,,,,,,,,
2504,job_1c81d90ba4bc6d43,Data Analyst/Developer,Data Analyst,Junior,Hybrid,Colorado Housing and Finance Authority,Colorado,50016,80000,104000,92000,Bachelor,Tableau,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
2533,job_6db330da1db3b3ad,Data Analyst),Data Analyst,Junior,On_Site,City of Austin,Texas,43376,60517.6,77151.2,68834.4,Master,SQL,Bachelor,SAP,Oracle,ERP,Master,,,,,,,,,,,,,,,,
2570,job_a41aa1b970eb113f,Data Analyst,Data Analyst,Junior,On_Site,National Grid,Massachusetts,50585,95000,112000,103500,Bachelor,Power BI,Bachelor,,,,,,,,,,,,,,,,,,,,
2610,job_09b8619cf3fef4c3,Data Analyst,Data Analyst,Junior,Remote,Co-op Solutions,Iowa,44300,83000,107000,95000,Bachelor,Agile,Office,SQL,Bachelor,,,,,,,,,,,,,,,,,,
2621,job_061f19976cf85fcc,Data Analyst,Data Analyst,Junior,Hybrid,CEDARS-SINAI,California,46181,74800,115900,95350,Bachelor,Excel,Artificial Intelligence,Bachelor,,,,,,,,,,,,,,,,,,,
2630,job_a72d9d75d3dc7a92,Data Analyst,Data Analyst,Junior,Remote,HighGround,Georgia,42629,75000,85000,80000,Not specified,Excel,Office,SQL,Power BI,Azure,,,,,,,,,,,,,,,,,
2640,job_5f5e2e114d022c21,Data Analyst,Data Analyst,Junior,On_Site,University of North Carolina at Chapel Hill,North Carolina,43757,90000,125000,107500,Master,Tableau,SQL,Bachelor,Python,R,Master,,,,,,,,,,,,,,,,
2673,job_07eda1dd3743c9a9,Data Analyst,Data Analyst,Junior,Hybrid,American Honda Motor Co,California,46181,55700,83600,69650,Bachelor,PowerPoint,Word,Bachelor,,,,,,,,,,,,,,,,,,,
2699,job_dcf54e20795982b1,Data Analyst,Data Analyst,Junior,Remote,McKesson,Arizona,43239,80300,133900,107100,Bachelor,Tableau,Access,Word,Office,SQL,Power BI,Bachelor,PowerPoint,Python,,,,,,,,,,,,,
2709,job_98815cd828ef3e3e,Data Analyst,Data Analyst,Junior,Hybrid,Albertsons Companies,Idaho,40830,82900,103600,93250,Bachelor,Excel,Salesforce,Power Automate,SQL,Power BI,Oracle,Bachelor,Power Apps,Azure,,,,,,,,,,,,,
2718,job_872b654d3e4ae631,Data Analyst,Data Analyst,Junior,On_Site,City of Arlington,Texas,43376,62320,77900,70110,Bachelor,Tableau,Power BI,Bachelor,,,,,,,,,,,,,,,,,,,
2728,job_5e9c2b4e439dda07,Data Analyst,Data Analyst,Junior,Hybrid,Yum! Brands,California,46181,74100,95810,84955,Not specified,Excel,Power BI,PowerPoint,SQL,,,,,,,,,,,,,,,,,,
2729,job_7ee66773f3ff6e5f,Market Intelligence Analyst,Data Analyst,Junior,Remote,Booz Allen Hamilton,Virginia,43921,52100,119000,85550,Bachelor,Excel,PowerPoint,Bachelor,,,,,,,,,,,,,,,,,,,
2738,job_436d3777cfdbbe03,Data Analyst,Data Analyst,Junior,On_Site,Halifax Hospital Medical Center,Florida,46837,55000,120000,87500,Bachelor,Oracle,Agile,ERP,Bachelor,,,,,,,,,,,,,,,,,,
2745,job_a7dc8066c830d164,Data Analyst,Data Analyst,Junior,On_Site,"Horizon Media, Inc.",New York,46909,70000,85000,77500,Bachelor,Tableau,SQL,Bachelor,Python,Looker,Spark,,,,,,,,,,,,,,,,
2751,job_f9196909410b6798,BI Analyst,Data Analyst,Junior,On_Site,REVOLVE,California,46181,70000,70000,70000,MBA,Excel,Tableau,MBA,SQL,Bachelor,Python,,,,,,,,,,,,,,,,
2767,job_118b11b04420b452,Data Analyst,Data Analyst,Junior,On_Site,Lawrence Berkeley National Laboratory,California,46181,82200,102720,92460,Bachelor,Office,Bachelor,,,,,,,,,,,,,,,,,,,,
2771,job_7defbaf20acb0cdd,BUSINESS INTELLIGENCE ANALYST,Data Analyst,Junior,Remote,VIA Metropolitan Transit,Texas,43376,89292,89292,89292,Bachelor,SQL,Bachelor,,,,,,,,,,,,,,,,,,,,
2794,job_7d84b622c2f807db,Data Analyst,Data Analyst,Junior,Remote,Columbia University,New York,46909,70650,88950,79800,Bachelor,Excel,Tableau,Word,Office,SQL,Power BI,Bachelor,PowerPoint,SSAS,,,,,,,,,,,,,
2824,job_ccd20a9dcce6e3a9,Data Analyst(Investigations),Data Analyst,Junior,On_Site,StoneTurn Group LLP,New York,46909,60000,89000,74500,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
2840,job_701f87b2850b0a03,Data Analyst,Data Analyst,Junior,On_Site,Allegheny Health Network,Pennsylvania,48097,80592,80592,80592,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
2848,job_4bddb69a01d1d487,Data Analyst (Credit Card Analytics - Database Management),Data Analyst,Junior,Hybrid,Navy Federal Credit Union,Virginia,43921,74400,127200,100800,Master,Master,Bachelor,,,,,,,,,,,,,,,,,,,,
2849,job_6b9168cfabcd3efe,Data Analyst(BI) Analyst - US REMOTE,Data Analyst,Junior,Remote,Hashmap,Illinois,46247,64200,133700,98950,Bachelor,Oracle,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
2866,job_4d1398e517f7814f,Data Analyst,Data Analyst,Junior,Remote,DocuSign,Washington,44377,80600,112450,96525,Bachelor,Excel,Access,Salesforce,Office,SQL,Bachelor,,,,,,,,,,,,,,,,
2871,job_be1378ec3b9f39fe,Data Analyst,Data Analyst,Junior,Hybrid,Schroders,New York,46909,65000,75000,70000,Not specified,,,,,,,,,,,,,,,,,,,,,,
2883,job_3a95bd4d21360362,Data Analyst,Data Analyst,Junior,Remote,AIR ACADEMY CREDIT UNION,Colorado,50016,66700,100100,83400,Bachelor,Excel,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
2917,job_3ee0647573f8809d,Data Analyst,Data Analyst,Junior,Remote,SLAC National Accelerator Laboratory,California,46181,90000,112000,101000,Bachelor,Excel,Tableau,SQL,Bachelor,Python,,,,,,,,,,,,,,,,,
2922,job_ffbe07e09e31a0c3,Data Analyst- Remote,Data Analyst,Junior,Remote,"Monster Worldwide, Inc.",Massachusetts,50585,71100,118500,94800,Bachelor,Access,Office,Bachelor,,,,,,,,,,,,,,,,,,,
2933,job_d906aba2e3c851f2,"Disputes & Complaints Analyst, Customer Operations",Data Analyst,Junior,Remote,Monzo,California,46181,65000,85000,75000,Not specified,English,SQL,,,,,,,,,,,,,,,,,,,,
2978,job_20728ce9de32da58,Data Analyst,Data Analyst,Junior,On_Site,Leidos,Virginia,43921,66300,137700,102000,Master,Access,Power Automate,SQL,Power BI,Bachelor,Power Apps,Oracle,Master,,,,,,,,,,,,,,
2983,job_bbb810cbf771886e,Data Analyst,Data Analyst,Junior,Remote,Fred Hutchinson Cancer Research Center,Washington,44377,74358,111536,92947,Not specified,Excel,,,,,,,,,,,,,,,,,,,,,
2993,job_cdd2c7ae4310a977,Data Analyst,Data Analyst,Junior,Remote,Volcom llc,Colorado,50016,65000,75000,70000,Bachelor,Office,Bachelor,,,,,,,,,,,,,,,,,,,,
3029,job_41ac2ff5a214dad8,Data Analyst- TS/SCI,Data Analyst,Junior,On_Site,AMERICAN SYSTEMS,Virginia,43921,72000,120000,96000,Not specified,Excel,PowerPoint,Word,,,,,,,,,,,,,,,,,,,
3047,job_320990ac767b1faf,Data Analyst,Data Analyst,Junior,On_Site,Wildcat,New York,46909,60000,60000,60000,Master,Excel,Salesforce,Word,Bachelor,Oracle,Master,,,,,,,,,,,,,,,,
3048,job_91c99146462aba82,Data Analyst,Data Analyst,Junior,On_Site,Autodesk,Michigan,45641,81800,132330,107065,Bachelor,SQL,Power BI,Bachelor,Python,AWS,Looker,Azure,Agile,,,,,,,,,,,,,,
3066,job_f43b21aa74dbb6a1,Data AnalystCoordinator,Data Analyst,Junior,Hybrid,San Diego Gulls,California,46181,48189.6,58880,53534.8,Bachelor,Tableau,Office,SQL,Bachelor,R,,,,,,,,,,,,,,,,,
3112,job_e90a01419a714aa1,"Analyst, Strategy & Operations",Data Analyst,Junior,On_Site,The Obama Foundation,Illinois,46247,48750,81250,65000,Not specified,,,,,,,,,,,,,,,,,,,,,,
3120,job_1e54fd9ad2af285a,Data Analyst,Data Analyst,Junior,On_Site,Northwell Health,New York,46909,70470,116870,93670,Bachelor,Tableau,Salesforce,Power Automate,SQL,Power BI,Bachelor,Python,R,Azure,Agile,,,,,,,,,,,,
3121,job_8b91a6407933de00,OPERATIONS ANALYST,Data Analyst,Junior,Remote,"Loomis, Sayles & Company, L.P.",Massachusetts,50585,60000,70000,65000,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
3183,job_5a6e90b39c2d940d,Data Analyst,Data Analyst,Junior,Remote,Booz Allen Hamilton,Virginia,43921,52100,119000,85550,Bachelor,React,Jira,Power Automate,JavaScript,Power BI,Bachelor,Power Apps,Agile,GitHub,,,,,,,,,,,,,
3185,job_14cbc5e791dec4ac,Data Analyst,Data Analyst,Junior,Remote,"Solv Energy, LLC.",Oregon,42179,80000,100000,90000,Bachelor,Tableau,Jira,Word,Power BI,Bachelor,DAX,R,Azure,Power Query,,,,,,,,,,,,,
3188,job_0daf233f8799b7b0,Data Analyst,Data Analyst,Junior,On_Site,Flynn Restaurant Group Support Center Careers,Ohio,45013,85000,130000,107500,Not specified,Excel,SQL,Power BI,Python,SAP,,,,,,,,,,,,,,,,,
3221,job_f0bf01931dffa62c,Data Analyst (Credit Card Analytics - Database Management),Data Analyst,Junior,Hybrid,Navy Federal Credit Union,Virginia,43921,74400,127200,100800,Master,Master,Bachelor,,,,,,,,,,,,,,,,,,,,
3222,job_e8e3400422f9b925,Data Analyst,Data Analyst,Junior,Hybrid,Brown Brothers Harriman,New York,46909,90000,120000,105000,Not specified,,,,,,,,,,,,,,,,,,,,,,
3242,job_1727e6e039853665,Data Analyst/Associate,Data Analyst,Junior,On_Site,US Mobile,New York,46909,70000,130000,100000,Not specified,Excel,Tableau,Artificial Intelligence,Office,SQL,PowerPoint,,,,,,,,,,,,,,,,
3267,job_4ed19fcc79a81545,Data AnalystSolutions Analyst,Data Analyst,Junior,Hybrid,Safeway,California,46181,62700,81650,72175,Not specified,,,,,,,,,,,,,,,,,,,,,,
3286,job_488134eb37b9e743,Data Analyst- Services,Data Analyst,Junior,Remote,NEXTracker,California,46181,89100,122500,105800,Not specified,Salesforce,ERP,,,,,,,,,,,,,,,,,,,,
3365,job_52917964c3850a01,Data Engineer,Data Engineer,Junior,Remote,Booz Allen Hamilton,District Of Columbia,65469,58400,133000,95700,Bachelor,SQL,Bachelor,Python,AWS,Databricks,Oracle,Spark,Agile,,,,,,,,,,,,,,
3367,job_23a5da8e870a0e59,Data Analyst,Data Analyst,Junior,Remote,Sutter Health,California,46181,61308.8,114926.4,88117.6,Bachelor,Office,Bachelor,,,,,,,,,,,,,,,,,,,,
3368,job_4a6858ba84188e1a,Data Analyst- Services,Data Analyst,Junior,Remote,Flex,California,46181,89100,122500,105800,Not specified,Salesforce,ERP,,,,,,,,,,,,,,,,,,,,
3372,job_f6b2de0a9d73cab4,Data Analyst,Data Analyst,Junior,Remote,Rabobank,Missouri,45976,70000,120000,95000,Not specified,Excel,Tableau,Power Automate,Power BI,Python,Looker,VBA,SSIS,Power Apps,Power Query,Agile,Qlik,,,,,,,,,,
3390,job_855edcb0b8ca197c,Data Analyst[Remote,Data Analyst,Junior,Remote,EDF Renewables North America,California,46181,79050,131750,105400,Bachelor,Tableau,SQL,Power BI,Bachelor,SAP,,,,,,,,,,,,,,,,,
3392,job_57dd4d2b56a24307,Data Analyst,Data Analyst,Junior,On_Site,State of New Mexico,New Mexico,41047,43954,70326,57140,Master,Master,Bachelor,,,,,,,,,,,,,,,,,,,,
3400,job_09613eefbba6af9e,Data Analyst,Data Analyst,Junior,Hybrid,Dynatrace,Massachusetts,50585,83000,110000,96500,Bachelor,Excel,Google Cloud,Artificial Intelligence,Office,Word,Bachelor,AWS,PowerPoint,Spanish,Azure,English,,,,,,,,,,,
3410,job_4b2a10523b2fcccc,Data Analyst,Data Analyst,Junior,On_Site,710 Labs,California,46181,70000,90000,80000,Bachelor,Tableau,SQL,Power BI,Bachelor,Oracle,,,,,,,,,,,,,,,,,
3411,job_2f63a169a6ac79e8,Market Analyst,Data Analyst,Junior,Remote,Moxion Power,California,46181,95000,110000,102500,Bachelor,Excel,Jira,PowerPoint,Bachelor,,,,,,,,,,,,,,,,,,
3431,job_5302fcff9f3b578f,"Analyst, Sales Operations",Data Analyst,Junior,On_Site,Western Union,New York,46909,61560,98388,79974,Not specified,Salesforce,,,,,,,,,,,,,,,,,,,,,
3433,job_4d8a49f5f2764abf,Data Analyst,Data Analyst,Junior,Remote,L.A. Care Health Plan,California,46181,88854,88854,88854,Bachelor,Tableau,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
3498,job_3ffbc854bb0ffa30,Data Analyst,Data Analyst,Junior,On_Site,Honeywell,New Jersey,47607,73100,109700,91400,Not specified,Excel,Salesforce,PowerPoint,Word,,,,,,,,,,,,,,,,,,
3507,job_dafaa29a1ceaea4b,Process Analyst - Customer Operations,Data Analyst,Junior,Remote,PSEG,New Jersey,47607,79800,131700,105750,Bachelor,Excel,Access,Tableau,Office,SQL,Bachelor,PowerPoint,VBA,,,,,,,,,,,,,,
3564,job_811655ac1fd237e0,Data Analyst,Data Analyst,Junior,On_Site,CDK Global,Texas,43376,66000,84500,75250,Bachelor,Tableau,Power Automate,SQL,Machine Learning,Bachelor,Python,,,,,,,,,,,,,,,,
3566,job_9eff39812f115717,"Data Reporting and Analytics Consultant III - Power BI, SQL",Data Analyst,Junior,On_Site,Kaiser Permanente,California,46181,85800,110990,98395,Bachelor,Power BI,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
3584,job_388f30a2514f46f9,Business Analyst - Power BI,Data Analyst,Junior,Remote,SAIC,Virginia,43921,75001,100000,87500.5,Bachelor,Excel,Tableau,Office,Power Automate,SQL,Power BI,Bachelor,Power Apps,Cognos,Oracle,Power Query,Agile,SSRS,,,,,,,,,
3585,job_42194218ea84c341,BUSINESS INTELLIGENCE ANALYST,Data Analyst,Junior,Remote,State of Arizona,Arizona,43239,85000,91490,88245,Bachelor,Tableau,Bachelor,,,,,,,,,,,,,,,,,,,,
3625,job_1b71afc5c2014747,Data Analyst,Data Analyst,Junior,On_Site,The Trade Desk,California,46181,68600,125700,97150,Not specified,Excel,Tableau,SQL,Python,R,Hadoop,Spark,,,,,,,,,,,,,,,
3666,job_d69839d58a84e941,Data Analyst,Data Analyst,Junior,Hybrid,Lawrence Berkeley National Laboratory,California,46181,67080,113208,90144,Not specified,Excel,Oracle,Office,,,,,,,,,,,,,,,,,,,
3761,job_236beda446faf457,Data AnalystReport Developer - Remote - US,Data Analyst,Junior,Remote,Holland America Line,Washington,44377,78200,105600,91900,Bachelor,Tableau,Word,SQL,Power BI,Bachelor,PowerPoint,Agile,SSRS,HTML,,,,,,,,,,,,,
3779,job_ccd6b7e459d40436,Data Analyst,Data Analyst,Junior,Remote,County College of Morris,New Jersey,47607,62294,62294,62294,Bachelor,Excel,Tableau,Word,Office,SQL,Power BI,Bachelor,,,,,,,,,,,,,,,
3797,job_346705d6f444e234,Data Analyst,Data Analyst,Junior,On_Site,McLane Company,Texas,43376,70000,80000,75000,Bachelor,Tableau,Office,SQL,Power BI,Bachelor,AWS,,,,,,,,,,,,,,,,
3815,job_31bab028c230dcef,Data Analyst,Data Analyst,Junior,Hybrid,Yakshna Solutions,Virginia,43921,85000,90000,87500,Not specified,Oracle,SAP,SQL,,,,,,,,,,,,,,,,,,,
3819,job_757571026b726b96,Data Analyst,Data Analyst,Junior,Remote,L.A. Care Health Plan,California,46181,88854,88854,88854,Bachelor,Tableau,Bachelor,,,,,,,,,,,,,,,,,,,,
3821,job_275f954368bb9039,Operations Research Analyst,Data Analyst,Junior,On_Site,TSA (Transportation Security Administration),Virginia,43921,75026,141778,108402,Not specified,,,,,,,,,,,,,,,,,,,,,,
3828,job_dd1447ea2b8a75f9,Data Analyst,Data Analyst,Junior,On_Site,"Horizon Media, Inc.",New York,46909,70000,85000,77500,Bachelor,Tableau,SQL,Bachelor,Python,Looker,Spark,,,,,,,,,,,,,,,,
3839,job_3666ca3abd0c537e,Data Analyst,Data Analyst,Junior,On_Site,University of North Carolina at Chapel Hill,North Carolina,43757,90000,125000,107500,Master,Tableau,SQL,Bachelor,Python,R,Master,,,,,,,,,,,,,,,,
3847,job_70ab4342f96c5901,Data Analyst,Data Analyst,Junior,On_Site,Comcast,Pennsylvania,48097,48284,113167,80725.5,Bachelor,Excel,Access,Tableau,SQL,Bachelor,,,,,,,,,,,,,,,,,
3861,job_e5454659726aef1b,Data Analyst,Data Analyst,Junior,On_Site,San Antonio Water System,Texas,43376,68791,118031,93411,Bachelor,Excel,Access,PowerPoint,Bachelor,,,,,,,,,,,,,,,,,,
3893,job_bb02146c6966ca6f,Data Analyst,Data Analyst,Junior,Remote,Wellesley College,Massachusetts,50585,77000,81000,79000,Bachelor,Office,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
3911,job_3569cf778b9809fe,Business Process Analyst Associate - Bilingual English/Spanish,Data Analyst,Junior,Remote,General Dynamics Information Technology,Indiana,43717,35364.8,53065.6,44215.2,Bachelor,Salesforce,Bachelor,Spanish,Dynamics 365,English,,,,,,,,,,,,,,,,,
3914,job_9ee070d9c2f543ce,Data Analyst,Data Analyst,Junior,Hybrid,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",New York,46909,65000,75000,70000,Bachelor,Excel,Bachelor,,,,,,,,,,,,,,,,,,,,
3946,job_a0169f2d721e3bf7,Data Analyst,Data Analyst,Junior,On_Site,Northwell Health,New York,46909,70470,116870,93670,Bachelor,Tableau,Salesforce,Power Automate,SQL,Power BI,Bachelor,Python,R,Azure,Agile,,,,,,,,,,,,
4016,job_02cb62708811264e,Data Analyst,Data Analyst,Junior,On_Site,University of Kansas,Kansas,44131,65000,95000,80000,Master,Tableau,Office,SQL,Power BI,Bachelor,Oracle,Master,,,,,,,,,,,,,,,
4072,job_3efc0ac122d4efaa,Analyst-Merchandising Operations,Data Analyst,Junior,On_Site,Lowe's,North Carolina,43757,56400,94000,75200,Bachelor,PowerPoint,Bachelor,,,,,,,,,,,,,,,,,,,,
4078,job_6f56d4a6c7e95b17,"Data AnalystSupport - MSBI/NYEE - Full Time M-F, 9am to 5pm",Data Analyst,Junior,On_Site,Mount Sinai,New York,46909,58661,74250,66455.5,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
4170,job_d051d245e6e25cce,Data Analyst,Data Analyst,Junior,On_Site,P1FCU,Idaho,40830,72556,108834,90695,Bachelor,Excel,Access,Tableau,Power Pivot,Office,Word,SQL,Power BI,Bachelor,Python,DAX,SSIS,Azure,Power Query,SSRS,,,,,,,
4171,job_c011e8ec895cd371,Data Analyst,Data Analyst,Junior,On_Site,Oneida Nation,Wisconsin,46009,64314,102898,83606,Bachelor,Tableau,Office,SQL,Power BI,Bachelor,SSAS,SSIS,SAP,Cognos,SSRS,,,,,,,,,,,,
4199,job_da5e7c376ebd80bd,Data Analyst,Data Analyst,Junior,Remote,CareOregon,Oregon,42179,87140,105435,96287.5,Not specified,Tableau,Office,SQL,Python,R,SSRS,,,,,,,,,,,,,,,,
4200,job_38c23cc1f9ea89c6,OPERATIONS RESEARCH ANALYST,Data Analyst,Junior,On_Site,US Defense Health Agency,Virginia,43921,78592,102166,90379,Master,Master,Office,HTML,Bachelor,,,,,,,,,,,,,,,,,,
4224,job_b2e0ed26c7d996da,Data Analyst,Data Analyst,Junior,On_Site,University of California Berkeley,California,46181,59045.6,59045.6,59045.6,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
4266,job_e591a84a333023ad,Data Analyst,Data Analyst,Junior,On_Site,Breg,California,46181,94827,94827,94827,Master,Excel,Office,SQL,Power BI,PowerPoint,Master,,,,,,,,,,,,,,,,
4314,job_adbbd17a315be8c3,Data Analyst(Intermediate/Associate),Data Analyst,Junior,Hybrid,University of Michigan,Michigan,45641,57000,78000,67500,Bachelor,Tableau,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
4339,job_13b07ac57c79f7f5,"Data Analyst, EU Payment Acceptance, Payment Acceptance & Experience",Data Analyst,Junior,On_Site,Amazon.com Services LLC,Washington,44377,59500,59500,59500,Master,Excel,Master,SQL,AWS,,,,,,,,,,,,,,,,,,
4398,job_2421c2d6dbe228a5,BUSINESS INTELLIGENCE ANALYST,Data Analyst,Junior,On_Site,MU Health Care,Missouri,45976,68266,111426,89846,Master,Excel,Tableau,SQL,Power BI,Bachelor,Python,R,Cognos,Master,,,,,,,,,,,,,
4435,job_61cbe057305e1972,Data Analyst,Data Analyst,Junior,Remote,Spectrum Health,Michigan,45641,61000,70000,65500,Bachelor,Tableau,Word,SAP,Bachelor,,,,,,,,,,,,,,,,,,
4528,job_da79aa7164cf1c2e,Data Analyst,Data Analyst,Junior,Remote,USI Holdings Corporation,Texas,43376,90000,105000,97500,Bachelor,Tableau,Power BI,SQL,Bachelor,,,,,,,,,,,,,,,,,,
4573,job_9daea4985be034ba,BUSINESS INTELLIGENCE ANALYST,Data Analyst,Junior,On_Site,MU Health Care,Missouri,45976,59322,96762,78042,Master,Tableau,SQL,Power BI,Bachelor,Python,R,Cognos,Master,,,,,,,,,,,,,,
4632,job_01673e0e679a8489,Data Analyst,Data Analyst,Junior,On_Site,The University of Vermont Health Network,Vermont,47516,67914.4,101862.4,84888.4,Bachelor,Office,Bachelor,,,,,,,,,,,,,,,,,,,,
4659,job_c543591c9ce8d839,Data Analyst,Data Analyst,Junior,On_Site,Keck Medical Center of USC,California,46181,68640,112370,90505,MBA,MBA,Master,Qlik,Bachelor,,,,,,,,,,,,,,,,,,
4674,job_3deafd42e5beac71,Data AnalystDelivery Analyst (Remote or Hybrid),Data Analyst,Junior,Remote,American Family Insurance,Wisconsin,46009,103500,103500,103500,Not specified,Python,Looker,Google Cloud,SQL,,,,,,,,,,,,,,,,,,
4726,job_b72f4de5aad7d7a2,Data Analyst,Data Analyst,Junior,Remote,Johnson & Johnson,New Jersey,47607,59500,70000,64750,Bachelor,Power BI,Bachelor,SAP,CSS,ERP,,,,,,,,,,,,,,,,,
4737,job_550c7bc10626caa2,"Operations Research Analyst, Junior",Data Analyst,Junior,Remote,Booz Allen Hamilton,Virginia,43921,49800,102000,75900,Bachelor,Python,R,VBA,Bachelor,,,,,,,,,,,,,,,,,,
4740,job_518cc7fae1473887,Sales Operations Support Analyst,Data Analyst,Junior,Remote,Global Atlantic Financial Group Opportunities,Iowa,44300,44823,85378,65100.5,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
4741,job_d1a6e0901a6087bc,Data Analyst,Data Analyst,Junior,On_Site,K. Hovnanian Homes,New York,46909,85000,120000,102500,Not specified,Agile,Office,,,,,,,,,,,,,,,,,,,,
4749,job_fc60c504ede20165,Data Analyst,Data Analyst,Junior,Remote,General Dynamics Information Technology,Indiana,43717,52603,87859,70231,Bachelor,Dynamics 365,Bachelor,,,,,,,,,,,,,,,,,,,,
4753,job_4656f83713703776,QLIK BI BUSINESS ANALYST,Data Analyst,Junior,On_Site,JBS USA,Colorado,50016,75000,85000,80000,Master,Excel,SQL,Bachelor,Qlik,Master,,,,,,,,,,,,,,,,,
